4.651440843945793199e-03	6.331083630594844074e-03	3.452316592618172395e-03	3.078754340102668637e-03	5.836423352530904947e-03	7.074206093020806753e-03	8.346169496310441166e-03	6.937409085903386251e-03	3.383892205670100198e-03	1.562002311314579202e-03	8.914912270240741340e-04	8.425043242854373662e-04	6.617295561848422205e-04	4.726358667378468626e-04	2.467887055868753948e-04	1.729537490444289359e-04	1.309492435460791061e-04	2.459957326577197971e-05	4.034702736393661553e-05	0.000000000000000000e+00	0.000000000000000000e+00
5.796160835422149715e-03	5.154571780450383292e-03	6.148296735466783972e-03	3.313041241650056812e-03	2.234248570210470731e-03	4.963024223807892266e-03	7.211731944780952128e-03	7.136708943521006404e-03	5.178782241082088150e-03	2.848172220272690222e-03	1.373143669807429853e-03	8.301060494431172949e-04	6.871974215219287582e-04	4.933935307750577596e-04	3.118605301613318402e-04	2.537994569815724567e-04	1.219893905515477268e-04	6.952542188777022529e-05	1.194301725679488427e-05	0.000000000000000000e+00	0.000000000000000000e+00
3.146050474168953729e-03	6.119944905988347270e-03	5.781084893178400734e-03	6.475048773666955762e-03	2.224249342662575589e-03	1.739778740645111631e-03	4.234177752228373767e-03	6.113391955585893538e-03	6.830252136404071396e-03	5.284348094340867927e-03	2.683472215878184366e-03	1.212787295731600559e-03	6.643143530655889681e-04	5.801694093737329999e-04	4.791416123773695017e-04	3.199799677499351675e-04	1.316448280913237723e-04	9.139564607759290246e-05	2.448350382691788174e-05	1.981324009114742200e-06	0.000000000000000000e+00
2.662394355371134648e-03	3.129405282017025652e-03	6.144482624563307911e-03	6.667060391426284441e-03	4.971767129667441915e-03	1.670992638036555063e-03	1.453640586207055304e-03	3.705996508189536489e-03	6.022238831796402660e-03	6.890334987753228731e-03	4.966709383291154599e-03	2.463084637613584694e-03	9.512242140357196748e-04	6.958877869425695532e-04	4.987923593389576417e-04	4.057999051854805890e-04	2.776746712671186029e-04	1.153351749294842884e-04	2.465712403010399524e-05	2.820259284489019252e-06	0.000000000000000000e+00
5.221202179996389629e-03	2.183196544247480511e-03	2.183494612305532899e-03	5.143244331811609379e-03	7.965535419543269199e-03	4.885475664602898990e-03	1.728949243768261026e-03	1.026212117887692751e-03	2.451134047436891433e-03	4.801677282280479228e-03	5.769708451835546537e-03	4.090359332728527898e-03	1.935128560928289646e-03	8.950659613427767699e-04	6.149922887894546672e-04	5.611800583077981418e-04	3.079384049808712174e-04	1.679664027168388779e-04	4.431867863248272675e-05	1.361514265198528748e-05	0.000000000000000000e+00
6.773870624373868991e-03	5.190906508195933591e-03	1.828092382302223644e-03	1.850275419920956697e-03	5.229285096468123603e-03	9.082248505276804135e-03	4.652575236773391631e-03	1.562921108332516887e-03	6.712041834085731660e-04	1.652509000340311902e-03	3.200230444690061338e-03	3.652726198904252680e-03	2.797432589734812070e-03	1.168406236587090936e-03	5.322721346922819341e-04	3.999625070222648476e-04	3.272893670825783945e-04	2.027769462282720851e-04	6.290308613564030463e-05	2.081898831912444665e-06	0.000000000000000000e+00
7.880910900952976805e-03	7.438175405163152155e-03	4.387359609476225962e-03	1.587263065576259482e-03	1.824936414525816326e-03	4.588000244863679744e-03	8.712712297836697206e-03	4.000105861518520912e-03	1.362949791182351423e-03	6.906663069369033472e-04	1.218775189844894646e-03	2.104900298495753115e-03	2.105174032270117589e-03	1.346755505566790299e-03	7.199784838174915196e-04	3.363699276635311606e-04	2.465950258780164246e-04	1.440035177284801197e-04	4.229186813940292051e-05	6.159009923214017615e-06	6.159009923214017615e-06
7.143982061166016806e-03	8.027469389821519433e-03	6.908284606882918698e-03	4.413170531712552573e-03	1.181289829995286990e-03	1.680818879283654506e-03	4.362398327884342911e-03	6.640520803626361220e-03	3.242478376112043446e-03	1.235291058173804656e-03	7.685073107502332504e-04	9.394721072865895584e-04	1.414437697439569364e-03	1.525745263517305859e-03	8.236236499943431783e-04	6.148420012666324080e-04	2.605972398328634744e-04	5.757287900572621533e-05	5.261521442467756839e-05	2.350892559400486940e-05	0.000000000000000000e+00
3.773012534532755365e-03	6.307205776148604344e-03	8.357057557545443174e-03	7.764837225628945343e-03	3.055027094588861139e-03	7.815687616584514330e-04	1.609393963526715423e-03	3.510797381980531370e-03	5.713865160412353802e-03	3.445273634239985616e-03	1.482861185603132938e-03	6.930038978476915721e-04	7.127035772133146580e-04	1.103020429759910947e-03	1.401684423048747338e-03	9.393335832525253649e-04	4.194075012435599008e-04	1.062154994685602462e-04	4.993894692978932291e-05	2.424220724747054066e-06	0.000000000000000000e+00
1.747253259287197659e-03	3.479990478300836517e-03	6.486501676988763211e-03	8.912861888471089455e-03	6.004037981805698636e-03	1.930451214952806117e-03	8.181882530964123927e-04	1.341839073973162500e-03	3.456417376453161001e-03	6.047510298100552788e-03	3.168165929252772951e-03	1.469156460024324297e-03	7.611311340708493264e-04	7.965697498900980522e-04	1.294332272359853021e-03	1.145542201530510640e-03	7.054542891195311576e-04	2.998732285646366525e-04	1.208908468069347570e-04	7.296185609845179124e-06	0.000000000000000000e+00
1.059475541852779919e-03	1.782491482026654899e-03	3.499579745449384570e-03	6.825669624975444147e-03	7.664856101965949846e-03	3.971878220872487701e-03	1.533939564538462641e-03	8.869084943652463847e-04	1.580529591298642867e-03	3.365949483828117351e-03	6.678043283745126180e-03	4.483587195625538153e-03	1.591628021019410050e-03	8.138151221299738452e-04	7.002715417937918282e-04	1.145476067942910502e-03	1.030105307103919895e-03	6.471541126313191386e-04	1.038908994981090365e-04	1.291945810067086934e-05	0.000000000000000000e+00
1.092281457602175838e-03	1.175529747618135395e-03	1.725408730009905713e-03	3.692703272698404527e-03	5.927890329436939429e-03	4.945615540784452369e-03	2.890045864382641359e-03	1.182778066968120934e-03	8.057983467007522396e-04	1.702771154854808722e-03	4.891186031591496404e-03	7.870238573029222917e-03	4.987024920774651461e-03	2.037502569281281466e-03	6.240802960338611089e-04	8.081473390826923167e-04	1.126429095428778350e-03	6.635836364912891779e-04	3.059998818919415758e-04	5.073823544990742216e-05	0.000000000000000000e+00
9.456534635561622808e-04	1.072681099090531378e-03	1.041765690034673550e-03	1.571943871610681324e-03	3.091274584761135539e-03	4.174956213467863678e-03	3.186033013714589801e-03	1.962873250923369284e-03	9.134582349820790639e-04	9.723817174252241810e-04	1.913899810399373414e-03	5.497061560399332109e-03	9.389628926181080304e-03	4.882947932269661104e-03	1.924641416991646013e-03	5.869267106182376320e-04	8.516939970765142814e-04	9.777081339172597526e-04	4.881216846909749215e-04	9.787290304115665081e-05	1.864245772212507667e-05
8.145510161802592278e-04	9.288010278253060106e-04	1.097214074039858664e-03	1.386862744824498075e-03	1.724340114065258094e-03	2.102937138442047792e-03	2.458052511198523249e-03	2.553469024906454554e-03	1.704917790517603221e-03	1.227273161167883589e-03	1.180167112324696180e-03	2.708490749281304566e-03	5.888737871806932860e-03	8.246984442018948092e-03	5.572458224545609289e-03	1.961056931102427448e-03	8.232317331356417195e-04	4.918299736036333119e-04	4.054331976571526005e-04	1.480093466493302245e-04	5.620608100607476967e-05
